Event_ID,Year,Month,Day,Latitude,Longitude,Elevation_m,Lake_Area_km2,Lake_Volume_MCM,Dam_Height_m,Dam_Width_m,Lake_Type,Temperature_Anomaly_C,Precipitation_mm,PDD_Total,Seismic_Activity_Count,Max_Earthquake_Magnitude,Distance_to_Fault_km,Glacier_Area_km2,Glacier_Retreat_Rate_m_per_year,Ice_Velocity_m_per_year,Slope_Degree,Relief_m,Drainage_Basin_Area_km2,Previous_GLOF_Events,Years_Since_Last_GLOF,GLOF_Risk_Level,GLOF_Occurred,Lake_Volume_per_Area,Dam_Aspect_Ratio,Glacier_to_Lake_Ratio,Elevation_Band
15,2019,5,13,28.320102452135274,82.95378248735132,4303.147352998252,0.6306951377679536,2.6575947257294374,43.820778383765216,92.81711772457128,Moraine-dammed,2.5194915230286465,1228.9309447740552,1300.0895656480025,3,5.313671440261511,7.463763155418658,12.602701394128925,2.2320771116730374,110.25517202866334,5.0,1886.370726451994,1580.755053672399,0,15.546369461464213,0,0,4.213754897706575,0.47211957727237885,19.982239658181307,Medium
16,1991,11,14,32.163642995650925,85.04813307376784,3443.7978735380184,0.25442948146348826,5.174152090701299,43.35319656828254,299.7129040836603,Bedrock-dammed,2.6917158733448203,722.0849308955147,699.0201695265239,6,3.4011132325273636,17.77533381866578,28.58852718840262,35.87192982443447,52.42439553822841,11.445038652234372,1893.6786544327483,79.66642793071877,0,29.4399905957585,0,0,20.33629145859739,0.14464908243050206,112.3632647598867,Very_Low
17,2010,6,4,27.02816813826897,83.71814530414233,3000.0,0.8037124471732454,0.22558999804563207,67.06883604794388,230.72335805404342,Moraine-dammed,0.8874988418975928,990.5044058214039,542.2502235051443,7,3.8580092905070416,0.8001652904335997,90.1755404985713,13.49662827216854,4.481918080826098,5.0,835.343907373983,17.732609562875396,0,12.895684158556417,0,0,0.2806849624378216,0.29068940662797577,112.1987606584042,Very_Low
18,2022,2,8,29.038380434638178,91.59721199656394,4286.163318233384,2.1684562071467393,0.7875123197737696,74.71321290767489,314.2098429846061,Bedrock-dammed,2.4227456187976593,1062.046463865702,2010.630165444507,4,8.5,25.137647499462386,1.6064624407112058,9.178602559117927,78.32580438239188,8.7709295265286,766.5261364759847,113.59030078044219,0,7.447630196416787,1,0,0.36316726949721545,0.23778126171348257,0.7408323190556814,Medium
19,2001,5,5,27.484273740492092,68.4763298429619,4641.115639673118,0.6678932181824758,8.926693977951341,45.46532379945015,243.41849316355058,Moraine-dammed,3.5849830935486517,815.3380982394286,800.1717950853154,7,5.17952519238005,15.075104492936722,3.9301261922376867,41.51579145607488,22.60004742482409,13.00599024944435,2256.4233625140396,31.11744360856233,0,6.0751797334625195,1,0,13.36545084593518,0.18677842923340432,5.88436307667962,Medium
20,2011,10,1,37.219983327872725,70.24962801659883,4762.153907855012,0.20311111462719444,0.8789874401422614,53.85931704537373,213.84124502781103,Ice-dammed,1.6260701996303386,686.9669861421073,1253.6736569160425,5,3.5693041114127446,25.818247023278083,7.32929033178603,1.5355058213368191,11.914987475385281,18.234922231197732,1180.9533099482655,136.1219671201489,0,10.199162572985019,0,0,4.327618612874148,0.2518658972377807,36.085126829414364,Medium
21,2014,4,4,31.713061991069452,86.93569399253578,4675.822876659669,0.9354934931389398,0.1530000129356317,55.55973628954478,300.7988187569775,Moraine-dammed,1.426689806744007,692.0644348086882,812.5230649041881,2,4.4488884312592605,31.17150396399918,11.482855455192258,23.380668520606715,71.059401672911,8.564283269784772,1626.2177610605168,40.076802030896886,0,0.04571772100786037,1,0,0.16355005572754752,0.18470729545794132,12.27465026684779,Medium
22,2016,9,3,31.100348164833598,78.97314152172211,4494.529356042766,0.7472477904192864,0.5167236099691501,71.06652478819169,268.1519550547453,Ice-dammed,1.2182390828326,1282.4091716806736,284.4365245382445,5,3.0764538364129264,1.8695802043183105,14.398488062694078,6.804054842017959,26.963905819931853,16.020103529437215,2103.184937496936,121.61579041971628,0,3.894910166192829,0,0,0.6915023591829059,0.2650233326610761,19.268692724557912,Medium
23,2017,6,9,33.41709252311712,93.8424230577381,3460.970851045632,3.917503410546917,1.3017963263202423,70.6546089472613,286.54124790184267,Moraine-dammed,0.43624281546099875,632.3576506616125,1379.202799861601,3,3.464676643054742,17.259365689892935,5.432842908147771,17.830832871466647,32.032970100905516,13.563297559501526,2316.48436726363,23.873765946622044,0,2.7057064808304343,0,0,0.3323025380949191,0.24657744553225608,1.3868125535056777,Very_Low
24,2005,2,8,27.029327116125568,96.69800952588551,4813.980858016026,0.6445652505131647,2.568412388595119,39.23172911002138,160.95620794793697,Ice-dammed,2.3422534964048385,852.9295537300909,1441.5442395335062,4,4.900850823831147,20.993244681729294,0.798441717192209,40.04516042161954,92.0746338232278,16.706606600748607,1787.069054607292,72.6895253187996,1,64.54926500317134,1,0,3.98472053302641,0.24374163389032688,1.2387290760036116,High
25,2004,1,1,34.2962861249992,87.33747176422911,3371.5021220197373,0.27842065212658473,1.798453655915015,58.758028028726216,186.20725008044172,Moraine-dammed,1.4311387557937358,1003.1957439797334,532.4811910530353,4,4.2662815465011406,14.543130096512638,28.13992670956382,10.938241099968275,65.40680864331956,5.976485520178692,1238.9465040455102,30.3774662648622,0,1.3409201556744867,0,0,6.4594836704043885,0.31555177364652925,101.06982544085818,Very_Low
26,1992,5,27,31.73088872916371,74.28025083725821,5085.651388852108,1.080575797703922,0.7959813028030496,57.66503584945728,61.29491262026687,Moraine-dammed,1.3502901779759955,875.2129333572251,1643.3140881777877,3,3.9513918064909044,4.027871090828572,16.531217253416944,0.34348524091780325,67.91047036814824,24.33347776911151,1356.6784768356217,449.91565997164156,0,13.901892477558908,0,0,0.736626995065411,0.9407801297752502,15.298526293614527,High
27,1996,9,6,22.195545486229673,95.5459351622706,4132.814504955061,0.44006833695608827,8.18347877913873,47.68180106300262,155.1900744746724,Ice-dammed,2.1873434380801653,1125.3150893782417,989.3593086846156,3,4.761019473347457,31.75326266704204,20.405784348906206,0.43908780452456725,8.706969418514667,14.020445992352437,1685.3492554305242,41.935737503431156,0,50.4441797207643,1,0,18.595927250170032,0.3072477490871007,46.369580892938394,Low
28,2010,6,9,22.859845834496177,86.98902662150327,4159.432624107613,0.5417794978539922,1.6479890313272165,57.47563468064319,263.2314830911175,Moraine-dammed,2.2794830508720327,684.0151959011633,766.9638369343802,7,3.7623906021953792,119.49866954262947,8.068222182216603,6.019724407868744,71.16633402386478,7.7376610745135865,1587.4438683814142,194.51141824213667,0,18.705405121953124,1,0,3.0418076687193953,0.21834635434070784,14.892077338059336,Low
29,1998,10,7,27.13851473607967,70.13064027472882,4892.741294644082,0.19757772832324036,2.7380588585714203,50.4037552375245,245.13502540787104,Moraine-dammed,0.8991567313351845,1002.0050568227211,740.727467860738,2,3.039756451278998,69.65048234547669,14.207174746024913,22.825404644547238,41.677138750128044,15.80413803479274,1142.0039855898399,123.97021057527083,0,13.674596388916118,0,0,13.858135133996033,0.20561629311706708,71.90676229854078,High
30,2007,12,4,23.39496752067415,71.01480351934816,5001.174900427311,0.4423817891604964,0.8621838176462888,53.15781198228973,121.6374312055755,Moraine-dammed,0.9230356750195622,261.617377447237,1548.4904792388438,1,3.8724801510024185,30.05922125013687,1.353818114344221,5.100667347448794,36.67664013864858,16.26603258765298,173.39518370264295,126.95925867482946,0,27.173069254290986,0,0,1.9489586569158883,0.4370185349643682,3.060293501035267,High
31,1993,7,13,28.808607696502083,100.16946789708645,4816.51094316011,0.5156420359248831,19.231654184198657,22.87987376575002,302.58763361880744,Moraine-dammed,0.8786443595140482,1204.0746391609987,430.50477194298094,4,6.4861604380879605,10.829398781608305,3.428805499454211,6.107541915331959,62.25484491371738,20.54210904245648,1132.0527334272533,156.45540301215522,0,8.719784032838923,1,0,37.29652131580726,0.07561404110312561,6.649584906909543,High
32,2014,5,17,24.93131004292068,98.5113591326123,3543.633720355465,0.4397733245485482,1.1114889610008785,31.640772558627418,437.8460228296228,Moraine-dammed,3.613514302797945,1136.9450301445097,703.1311890430127,3,5.913334280536386,8.228672622361778,33.011054736804745,23.01918121059339,50.24945315684404,15.152481040177028,1393.5032772885786,206.17998904265892,0,4.306346136441573,1,0,2.527413326267308,0.07226461109352056,75.06379512830259,Very_Low
33,2003,10,28,29.511384734645407,59.82856857903755,4810.135640350842,0.2769178068525583,2.237113637882165,66.35511019146384,127.78204363370848,Moraine-dammed,2.977145986663498,708.6722063585469,1372.639856459261,5,3.7889017487503907,1.420165143850606,10.313966786294019,1.8526835533725363,6.1015820122418845,20.268448627746647,1495.183223352594,479.42641811905816,0,37.58330404595978,0,0,8.078619657251911,0.5192835261085117,37.245588875350194,High
34,1998,6,2,37.05854687965728,71.42209104742123,3548.1683120236416,0.6670314717046494,9.446519282395249,25.788242463617625,183.52945583649034,Moraine-dammed,2.2070404225412688,931.651531026932,1319.471016609765,4,3.0337080849450633,10.766893250279972,64.83634851593168,28.141434500519168,78.56007128931128,21.34285271644998,2353.349565285471,306.4870522319269,0,1.1649199380041229,0,0,14.162029354108217,0.1405128258353952,97.20133346967495,Very_Low
35,2015,5,28,29.753115482219076,96.40855495621655,4830.321121382127,0.19856880834160162,3.044116076479063,59.402184183913874,150.27236595588593,Ice-dammed,1.1245887618393557,1067.319490838741,791.2073370609427,5,4.517168885093479,3.393207325898659,3.773033465975819,4.634454209343782,81.42636303757949,20.645909389737245,2033.5566659884616,624.1703930881921,1,32.98375017347061,0,0,15.330283249936281,0.3952967919687378,19.001138685815143,High
36,1991,11,5,28.485177725490356,84.81507411606952,3059.869443150188,0.15690075910901638,2.9322842453515654,48.37148037949098,192.409139504554,Moraine-dammed,1.2430709676818832,488.6741216182487,1714.5362858557637,4,5.027517278413601,5.869569141726413,128.34631464447168,0.788723505642911,32.379571391813755,15.118608908749584,1269.1833245934056,27.89217601607599,0,2.1821525453851667,1,0,18.688783037143764,0.2513990785679186,818.0095199876964,Very_Low
37,2009,9,12,31.94121323892672,92.01849285492094,4125.0559504493085,1.0165240263594983,0.10358776200129478,70.61309458659662,221.91248003854582,Moraine-dammed,1.8634373230764103,756.6421713311938,754.7734035829001,7,3.5227276644540204,44.491524090714364,148.1111835986244,1.872274045307139,68.26734664709332,20.751342815663985,1751.8757592522595,19.99503476163302,0,19.646894837406983,0,0,0.10190389928340021,0.31820244888584565,145.70357390278173,Low
38,2017,6,27,26.517901035386984,84.38047253901904,3543.287088395463,0.9273752429720836,5.551674994857096,62.97601084193371,144.21336491299792,Supraglacial,3.7091302332171128,408.27500682753436,1116.5810517369644,4,3.9712973595788243,69.17163526303887,5.247043132716838,45.722726195239616,77.40502135052728,12.443022207874996,167.7303599668196,730.5368344937522,0,12.965286271436225,1,0,5.986438647062541,0.4366863700873101,5.65795040624649,Very_Low
39,1996,11,21,34.21707154698,91.54492490071203,4895.94852195842,0.13523359517203515,2.1739104377867444,40.93441659086329,177.84641647425332,Bedrock-dammed,1.788877159139263,1141.5249279081129,1063.6284458259377,10,8.5,59.346395363431526,6.348074977054415,9.00370640529983,0.0,20.593859537535398,2113.0487490627747,196.40059643868744,0,130.60240961962313,0,0,16.07522476216979,0.23016722744475054,46.94155301409253,High
40,1997,8,8,32.47606476562056,85.05833546665434,5092.133419271211,0.08024248012321263,4.5063829961249064,45.535033042569005,206.9794558874221,Moraine-dammed,2.0088255764679253,1046.8281862487493,1065.1740697281696,4,4.288246716063965,4.29744917213296,34.97337318914858,4.444549046085415,34.54296299033068,11.130445362380835,1251.8197347932473,27.892346040644462,2,9.817871057470127,0,0,56.15956771532159,0.21999783914465357,435.84611461967324,High
41,2024,2,6,30.194327810242818,80.62391743243033,4359.197211033546,0.182338719406766,2.632586316054632,10.289243708798296,237.7281572806042,Moraine-dammed,-1.0489810665471353,715.7153251556466,1121.8677168544084,7,3.6486569789746843,46.231347914288605,5.696249085018211,11.049307494153089,0.0,13.552654360226647,1593.590707692083,71.50126677234482,0,63.064897659924085,0,0,14.437889684756366,0.04328155245259109,31.239931395541227,Medium
42,2003,12,8,30.77157915816793,95.58743829914809,4332.887315150308,0.43979517358578385,0.8645128108908341,47.39203769614542,317.3194323988272,Bedrock-dammed,1.7575789272967097,680.9260102536834,1109.9205980518325,3,4.481232570359392,3.051495465417022,7.667402107348752,17.20191893715801,69.02131199661677,10.236125529240228,1514.908453704082,190.48956161630937,1,10.342927955118018,0,0,1.9657169128123853,0.1493511990043525,17.434029675301094,Medium
43,2006,9,18,40.20872955281426,87.02054616025646,4763.341697984909,1.5859798119232338,7.649252497998672,24.59702514791619,198.84169130682,Moraine-dammed,0.10613853324438871,755.3130317495159,1104.9943328843535,4,3.297717213879969,14.17172332939894,4.803672110248831,5.758454898131514,63.39518289744875,19.172196630040833,2013.115675630885,94.51020501222428,2,22.895249740034007,0,0,4.823045312741295,0.12370154863530146,3.028835596856477,Medium
44,1993,5,3,34.71156105133934,91.52388716243567,5096.891903959294,0.4291744718801784,2.692141833633502,45.62587283982887,155.0531491848273,Moraine-dammed,1.0130050827583919,530.8227994772401,1127.2291369778482,5,3.3333141814678657,20.637587947077378,4.934770506775068,19.379562918554377,30.341553977916973,10.674495489636687,1325.6618655331733,208.5271506058227,0,20.637470170078117,0,0,6.272837761853467,0.29425956892653415,11.498285266493696,High
45,1991,7,22,40.99763315580667,86.57447924960766,4229.848939729729,0.23165450281743002,0.28911447674296203,37.24163532088261,255.70713181591017,Moraine-dammed,1.5468859217398574,747.7887270915542,1634.142849724752,7,6.883895797660303,12.41529778876754,11.252059192403,4.360339863706363,45.49290477516357,5.727996733308703,1911.4435366105947,24.42581501438256,0,1.8083861348026313,0,0,1.2480416880599854,0.1456417545197518,48.57259002330249,Medium
46,1995,10,12,32.66015096646226,80.13643106450186,3800.2597400416157,0.5800964179128385,14.238120573554239,32.46741596221038,232.01383031782473,Ice-dammed,1.1978982910725926,488.680766604729,1107.0345551531618,2,3.4100772327962527,60.663464561745144,7.606233670096772,1.7874506090194096,38.95617543334049,22.16591703680522,1682.3341987055157,96.44465875322072,0,27.202072519975154,0,0,24.544403540332784,0.13993741630718656,13.112016270439435,Low
47,1993,1,26,22.64154278664656,101.08389311357192,4717.813989152391,0.4461217885193094,0.2339677096672654,73.75449024240427,184.57379233402165,Moraine-dammed,0.8640400792999751,1069.4993348536523,1476.7784111376907,3,3.558312546208689,8.105684182175654,1.2377417295912678,11.967892607368617,0.0,7.739197233084463,1561.289267806515,115.15914758043891,1,4.680743708272427,0,0,0.5244480670711259,0.3995935138447575,2.774448057557034,Medium
48,2018,10,3,28.689131485680797,88.54968254757665,3000.0,0.12566263184989607,7.725611914933125,24.475782059858922,238.80133798614614,Ice-dammed,0.8729530936677222,1141.0807119663784,1259.4890363016152,8,4.177161126442369,14.989173029652655,42.25292392481993,2.4575382838665893,89.00976830729385,15.13015971766018,1445.9564272428713,42.82544956645806,1,9.834875118282081,0,0,61.478991814856805,0.10249432547684831,336.2409596457523,Very_Low
49,2007,5,22,21.498975627259668,81.44951355627849,4927.72123164706,0.12641184825361781,18.60712996011038,30.738697731763093,169.34811370193248,Ice-dammed,1.288951734841744,1083.5578964038395,1346.4921950499995,2,6.449274015339617,1.5689615308695906,49.49788818550887,42.32287288812411,57.65524753383793,14.80588000384779,1245.3107118019548,71.17848172540319,0,30.483629974566483,1,0,147.19450919489154,0.18151189912788693,391.5605132693112,High
50,2015,12,6,32.64151517333459,97.78329470318715,3631.8504404466303,0.12985398102805387,0.3804897754537939,36.03577913219841,157.56927847564538,Moraine-dammed,1.245291581528402,441.7400481541748,1511.1644941650488,10,5.281103066206095,38.241231812918926,16.69285961571112,0.006736934627567333,45.67188777053039,14.381964941324647,1417.0901355343362,57.35146318608803,0,57.76041767237396,0,0,2.93013562188434,0.22869800179841696,128.55100385489735,Low
51,2023,10,2,33.72702098672701,71.79176226121042,4007.817706982041,5.96974584426271,1.6636342232100298,40.377638822588175,50.0,Bedrock-dammed,1.5202725679867164,737.4647665192091,743.8912039206665,3,3.06715705059976,10.666994480345808,11.340129003672216,21.14013505095325,45.866365600961615,7.9274379344026435,1308.8652343648025,26.41433932520269,0,16.410688314204997,0,0,0.27867756293325013,0.8075527764517635,1.8995999661477667,Low
52,1999,2,23,25.570420020203606,107.36283650795986,4932.841058494649,1.1815584172484603,1.4466127821064971,32.46442977056911,173.76615140835378,Moraine-dammed,1.4455216821563421,975.4187273427615,1450.95997078763,8,4.771506266141675,24.114961957347955,3.9224957610129874,4.916590100019382,71.23192000339597,7.973189876268614,1709.4068771603888,47.66720431026073,1,14.653754139331891,0,0,1.224326077313451,0.1868282718322804,3.319764561575763,High
53,2003,12,12,26.721818101765734,83.20850242336572,3867.5923868882473,0.276135597369068,1.5475769470360399,42.81703015387415,58.99816153195684,Moraine-dammed,2.7788759572530854,1030.6274111662738,1115.1383683131287,4,4.051954975447043,22.929532387186406,6.301078913363403,28.070503097705853,2.3951012596963253,23.43102405162016,932.7697187637735,125.75491758282354,0,14.060856297451396,0,0,5.604409434281056,0.7257349897366201,22.818785311991917,Low
54,2020,6,2,30.743754481176076,72.31985792616624,4717.927102859842,1.514551934282541,31.140359575770855,56.04308633637729,148.84769209312242,Moraine-dammed,-0.5496006439388532,248.3405497856694,815.597600350311,10,3.968115905406207,22.55646980375216,29.717741893207936,0.930538968290368,23.738870141375635,9.709977865224541,1536.0412993988396,31.053469196970923,1,33.91786481164099,0,0,20.56077369873907,0.3765129680433036,19.62147432553083,Medium
55,2004,11,6,24.00947968367891,104.05941348457566,5111.127003259532,0.2833128632237599,0.3871546207920062,63.39717516057931,246.35845892778576,Moraine-dammed,1.7449731902504217,1022.1468801231598,1510.31201180893,4,4.76433397362171,14.142418351150836,18.183324717650493,45.8643061069683,56.3890202058387,10.73870454959494,2258.109120173838,44.49194296922475,0,99.57134017969435,0,0,1.3665268014542362,0.2573371153420095,64.18107709881616,High
56,1997,1,17,23.634201153787338,80.36832386927209,4288.026472038005,1.4652607550321766,1.2627559739270715,62.42615914820505,79.586426093152,Moraine-dammed,1.5710096102484803,427.0195374082133,1029.8416077767429,8,3.3276669992410683,6.501277340248551,15.76616954425483,1.6036738331364846,83.46718594455828,8.508510130553386,1280.0452123215182,12.957460358518118,0,20.080104052874464,0,0,0.8617960793601831,0.7843819883950851,10.759975308223286,Medium
57,2003,3,3,36.1931602402056,87.43244569855628,4449.15852465977,0.5418095497646259,19.070276692074543,11.83594843337871,184.81240446669074,Moraine-dammed,1.3658096518408045,753.8106858090651,1350.9979060259654,4,8.5,19.62162881944268,16.450671526762196,23.259241723440212,0.0,14.667100638767161,1719.159184141278,563.1390198430183,0,9.516327458554843,0,0,35.19738015020055,0.06404304119917414,30.362461373943542,Medium
58,2012,5,2,30.573553090819843,92.17690741439463,4104.451300845025,0.25872270436154055,1.2321048143203184,57.60391787022875,205.23789342138394,Moraine-dammed,0.7941895747691045,1177.2462972768367,115.02056176676865,5,4.554751992096046,65.29394749561773,28.93573676585094,10.92671089935218,79.88217017356895,14.754344428792674,338.3582531560712,303.807949811474,2,4.93500812712047,0,0,4.762260109180709,0.28066901735323957,111.84073248328443,Low
59,2010,4,23,27.20945321147022,96.84172527660145,4292.478397650976,0.9867615743574533,0.4913874329276924,58.83796985426253,180.9124636535013,Moraine-dammed,1.350291515321477,1136.6211034690239,1490.4330929027835,6,3.6827462403071927,35.90923700535937,24.90518511993952,8.442176631792472,28.759476745265165,7.6360985510713295,709.632073131547,424.4922136814053,0,4.433422814762851,1,0,0.49797990284296156,0.325228945900344,25.23931390027724,Medium
60,2005,3,20,21.539405557213904,87.99774563721564,3306.8761760399743,0.5737120819842001,2.9673497168834984,36.75201712577648,161.4932138207605,Moraine-dammed,-0.13350755809956905,1197.8390569243415,2236.036871101707,5,4.37519456980194,2.3030152724836324,19.92530962197646,4.93080689554614,41.402740791913224,12.704819530079241,1433.497643855708,154.2307127042492,0,38.779823036949395,0,0,5.172193178537974,0.22757623219119988,34.73050376255663,Very_Low
61,2007,10,8,34.26175678447236,78.52684591669963,3965.00953075354,0.7446213771495547,6.696653962845802,83.35368412614278,226.03110508421108,Ice-dammed,1.7067178922004167,480.1188885838696,1196.934074777013,5,3.365920544984019,0.4692091726029793,7.059236479089402,27.617668541797276,51.01435088694066,38.904434333621545,1462.3543028501033,142.37984731959273,0,97.4663730916925,0,0,8.993367862309977,0.36877085609561655,9.480303273205086,Low
62,2013,5,22,26.577408938915156,87.18992523333992,3169.4355144139845,0.6202453475435296,1.1094736629427795,71.75332463629175,237.12793604532825,Moraine-dammed,1.8880591684208956,554.2129143270743,1094.5780041831106,2,4.507034963483084,13.821840152324478,53.890949182106844,3.342492697562046,16.854845126814496,23.60231336421069,1520.6718960967407,77.61632471766032,0,23.9459321574553,0,0,1.7887657962076295,0.30259329977289445,86.8865028904142,Very_Low
63,2015,11,12,39.30342222935269,80.80684454668278,3480.9862203780813,0.613771599583235,4.593764161598741,46.33951233717911,200.12209028317034,Ice-dammed,0.7959315069835705,631.1596872386001,1015.483591184116,6,3.0429343429485605,29.90695388929289,6.157472604525217,19.161129843354157,12.792221982790622,16.8715036380472,2595.3971547210485,476.03117492540315,0,62.393713314904105,0,0,7.484484724803187,0.23155620787095146,10.032188860980668,Very_Low
